220;-0.739983;1.25664
221;-0.739983;0
222;-0.739983;-1.25664
223;-0.739983;-2.51327
224;-0.739983;2.51327
225;-0.794627;0.628319
226;-0.794627;-0.628319
227;-0.794627;-1.88496
228;-0.794627;3.14159
229;-0.794627;1.88496
230;-0.844328;1.02974
231;-0.844328;0.226893
232;-0.844328;-0.226893
233;-0.844328;-1.02974
234;-0.844328;-1.48353
235;-0.844328;-2.28638
236;-0.844328;-2.74017
237;-0.844328;2.74017
238;-0.844328;2.28638
239;-0.844328;1.48353
240;-0.91262;0.628319
241;-0.91262;-0.628319
242;-0.91262;-1.88496
243;-0.91262;3.14159
244;-0.91262;1.88496
245;-0.932576;1.25664
246;-0.932576;0
247;-0.932576;-1.25664
248;-0.932576;-2.51327
249;-0.932576;2.51327
250;-0.979855;0.628319
251;-0.979855;-0.628319
252;-0.979855;-1.88496
253;-0.979855;3.14159
254;-0.979855;1.88496
