0;0.932576;0.628319
1;0.932576;-0.628319
2;0.932576;-1.88496
3;0.932576;3.14159
4;0.932576;1.88496
5;0.91262;0
6;0.91262;-1.25664
7;0.91262;-2.51327
8;0.91262;2.51327
9;0.91262;1.25664
10;0.844328;0.855211
11;0.844328;0.401426
12;0.844328;-0.401426
13;0.844328;-0.855211
14;0.844328;-1.65806
15;0.844328;-2.11185
16;0.844328;-2.9147
17;0.844328;2.9147
18;0.844328;2.11185
19;0.844328;1.65806
20;0.794627;0
21;0.794627;-1.25664
22;0.794627;-2.51327
23;0.794627;2.51327
24;0.794627;1.25664
25;0.739983;0.628319
26;0.739983;-0.628319
27;0.739983;-1.88496
28;0.739983;3.14159
29;0.739983;1.88496
30;0.703891;0.977384
31;0.703891;0.279253
32;0.703891;-0.279253
33;0.703891;-0.977384
34;0.703891;-1.53589
35;0.703891;-2.23402
36;0.703891;-2.79253
37;0.703891;2.79253
38;0.703891;2.23402
39;0.703891;1.53589
40;0.625651;0
41;0.625651;-1.25664
42;0.625651;-2.51327
43;0.625651;2.51327
44;0.625651;1.25664
45;0.58269;0.767945
46;0.58269;0.488692
47;0.58269;-0.488692
48;0.58269;-0.767945
49;0.58269;-1.74533
50;0.58269;-2.02458
51;0.58269;-3.00197
52;0.58269;3.00197
53;0.58269;2.02458
54;0.58269;1.74533
55;0.516832;1.0472
56;0.516832;0.20944
57;0.516832;-0.20944
58;0.516832;-1.0472
59;0.516832;-1.46608
60;0.516832;-2.30383
61;0.516832;-2.72271
62;0.516832;2.72271
63;0.516832;2.30383
64;0.516832;1.46608
65;0.417867;0
66;0.417867;-1.25664
67;0.417867;-2.51327
68;0.417867;2.51327
69;0.417867;1.25664
70;0.383006;0.837758
71;0.383006;0.418879
72;0.383006;-0.418879
73;0.383006;-0.837758
74;0.383006;-1.67552
75;0.383006;-2.0944
76;0.383006;-2.93215
77;0.383006;2.93215
78;0.383006;2.0944
79;0.383006;1.67552
80;0.295208;1.0472
81;0.295208;0.20944
82;0.295208;-0.20944
83;0.295208;-1.0472
84;0.295208;-1.46608
85;0.295208;-2.30383
86;0.295208;-2.72271
87;0.295208;2.72271
88;0.295208;2.30383
89;0.295208;1.46608
90;0.259493;0.628319
91;0.259493;-0.628319
92;0.259493;-1.88496
93;0.259493;3.14159
94;0.259493;1.88496
95;0.187553;0
96;0.187553;-1.25664
97;0.187553;-2.51327
98;0.187553;2.51327
99;0.187553;1.25664
100;0.155745;0.837758
101;0.155745;0.418879
102;0.155745;-0.418879
103;0.155745;-0.837758
104;0.155745;-1.67552
105;0.155745;-2.0944
106;0.155745;-2.93215
107;0.155745;2.93215
108;0.155745;2.0944
109;0.155745;1.67552
110;0.064184;1.0472
111;0.064184;0.20944
112;0.064184;-0.20944
113;0.064184;-1.0472
114;0.064184;-1.46608
115;0.064184;-2.30383
116;0.064184;-2.72271
117;0.064184;2.72271
118;0.064184;2.30383
119;0.064184;1.46608
120;0.0425732;0.628319
121;0.0425732;-0.628319
122;0.0425732;-1.88496
123;0.0425732;3.14159
124;0.0425732;1.88496
125;-0.0425732;0
126;-0.0425732;-1.25664
127;-0.0425732;-2.51327
128;-0.0425732;2.51327
129;-0.0425732;1.25664
130;-0.064184;0.837758
131;-0.064184;0.418879
132;-0.064184;-0.418879
133;-0.064184;-0.837758
134;-0.064184;-1.67552
135;-0.064184;-2.0944
136;-0.064184;-2.93215
137;-0.064184;2.93215
138;-0.064184;2.0944
139;-0.064184;1.67552
140;-0.155745;1.0472
141;-0.155745;0.20944
142;-0.155745;-0.20944
143;-0.155745;-1.0472
144;-0.155745;-1.46608
145;-0.155745;-2.30383
146;-0.155745;-2.72271
147;-0.155745;2.72271
148;-0.155745;2.30383
149;-0.155745;1.46608
150;-0.187553;0.628319
151;-0.187553;-0.628319
152;-0.187553;-1.88496
153;-0.187553;3.14159
154;-0.187553;1.88496
155;-0.259493;0
156;-0.259493;-1.25664
157;-0.259493;-2.51327
158;-0.259493;2.51327
159;-0.259493;1.25664
160;-0.295208;0.837758
161;-0.295208;0.418879
162;-0.295208;-0.418879
163;-0.295208;-0.837758
164;-0.295208;-1.67552
165;-0.295208;-2.0944
166;-0.295208;-2.93215
167;-0.295208;2.93215
168;-0.295208;2.0944
169;-0.295208;1.67552
170;-0.383006;1.0472
171;-0.383006;0.20944
172;-0.383006;-0.20944
173;-0.383006;-1.0472
174;-0.383006;-1.46608
175;-0.383006;-2.30383
176;-0.383006;-2.72271
177;-0.383006;2.72271
178;-0.383006;2.30383
179;-0.383006;1.46608
180;-0.417867;0.628319
181;-0.417867;-0.628319
182;-0.417867;-1.88496
183;-0.417867;3.14159
184;-0.417867;1.88496
185;-0.516832;0.837758
186;-0.516832;0.418879
187;-0.516832;-0.418879
188;-0.516832;-0.837758
189;-0.516832;-1.67552
190;-0.516832;-2.0944
191;-0.516832;-2.93215
192;-0.516832;2.93215
193;-0.516832;2.0944
194;-0.516832;1.67552
195;-0.58269;1.11701
196;-0.58269;0.139626
197;-0.58269;-0.139626
198;-0.58269;-1.11701
199;-0.58269;-1.39626
200;-0.58269;-2.37365
201;-0.58269;-2.6529
202;-0.58269;2.6529
203;-0.58269;2.37365
204;-0.58269;1.39626
205;-0.625651;0.628319
206;-0.625651;-0.628319
207;-0.625651;-1.88496
208;-0.625651;3.14159
209;-0.625651;1.88496
210;-0.703891;0.907571
211;-0.703891;0.349066
212;-0.703891;-0.349066
213;-0.703891;-0.907571
214;-0.703891;-1.6057
215;-0.703891;-2.16421
216;-0.703891;-2.86234
217;-0.703891;2.86234
218;-0.703891;2.16421
219;-0.703891;1.6057
